,id,name,lat,lng,checkinsCount,tipCount,usersCount
64,4b7736e8f964a5207f882ee3,Club Colosseum,51.484376148122536,-0.12754440307617188,323,7,208
65,4b8c276bf964a52006c132e3,Dolphin Square,51.48728903510795,-0.13666391372680664,1351,4,388
66,4b8c276bf964a52006c132e3,Dolphin Square,51.48728903510795,-0.13666391372680664,1351,4,388
67,4ac518cef964a52014a620e3,Battersea Power Station,51.48175706334808,-0.1446676254272461,5078,28,2759
68,4d511ca0529dcbff7fd9dcc4,Grosvenor Bridge,51.484456321814235,-0.14750003814697266,1197,2,207
69,50253de1e4b0b95e9867cc66,Chelsea Bridge,51.484362785826875,-0.14983892440795898,2135,8,987
70,4ac518cef964a52015a620e3,Battersea Park,51.479512013817555,-0.1569843292236328,6816,30,3344
71,4ac518cef964a5202aa620e3,Chelsea Physic Garden,51.48441623498601,-0.16219854354858398,488,10,354
72,4bfff884369476b0f89d8e1f,Albert Bridge,51.48226485684464,-0.16670465469360352,2775,5,933
73,4ac518c4f964a5207aa420e3,The Pig's Ear,51.484230472909395,-0.1722228975103383,625,20,455
74,4bae1d8df964a52012863be3,Beaufort House,51.484162350922226,-0.17612457275390625,1200,18,815
75,4b52fb99f964a520f08b27e3,Chelsea and Westminster Hospital,51.48475369465448,-0.18189973745727236,3479,27,1159
76,4ac518d4f964a520c2a720e3,Nikita's,51.48481142660209,-0.1881683364156134,103,6,89
77,4b9151c5f964a520cbb233e3,Asda,51.48520460280602,-0.07153987884521484,1202,4,466
78,4b1800b5f964a52046cb23e3,Tesco,51.48879885284335,-0.0761103630065918,1775,10,553
79,4b1800b5f964a52046cb23e3,Tesco,51.48879885284335,-0.0761103630065918,1775,10,553
80,50b741d4e4b06f5c010455f1,Surrey Square Primary School,51.489018,-0.08299,1,0,1
81,4c7e1a35b33a224b8cead981,TfL Bus 343,51.48940009377448,-0.08694648742675781,287,1,77
82,4ac518eef964a52024ad20e3,East Street Market,51.488117436869885,-0.09449958801269531,738,8,253
83,4c004729efa2ef3b3e45aa8c,TfL Bus 176,51.489730117771295,-0.0962867957189276,1152,3,188
84,4ccb1efc566aa093cbcf18fd,Old Red Lion,51.489466343800935,-0.10501342692326765,941,11,390
85,4ccb1efc566aa093cbcf18fd,Old Red Lion,51.489466343800935,-0.10501342692326765,941,11,390
86,4baf47fef964a52056f53be3,Black Prince,51.489635,-0.112118,410,13,193
87,4ad07e23f964a52038d820e3,Tesco,51.48655749039304,-0.11542618274688721,1611,15,539
88,4ae09d26f964a520f08021e3,The Rose,51.48975169790656,-0.12280833708244099,717,19,472
89,4ac51183f964a52049a020e3,Tate Britain,51.49104344519927,-0.12788772583007812,10029,81,7681
90,4af87765f964a520860d22e3,The White Swan,51.489733,-0.13154,720,14,542
